InvoiceNo,CustomerID,Gender,Age,Location,Category,ItemName,Quantity,UnitPrice,PaymentMethod,InvoiceDate,ReviewRating,SubscriptionStatus,DiscountApplied,TotalRevenue
INV52432,C10861,Female,25,Illinois,Electronics,Bluetooth Speaker,2,76.99,Cash,2024-07-19 13:09:41,3.8,No,No,153.98
INV61203,C10269,Male,49,New York,Home & Kitchen,Coffee Maker,2,88.82,Credit Card,2024-07-19 13:21:50,3.7,No,No,177.64
INV54779,C11169,Female,31,California,Books,Fiction Novel,1,14.66,Credit Card,2024-07-19 13:38:40,4.0,Yes,Yes,14.66
INV64028,C11125,Female,23,Illinois,Electronics,Bluetooth Speaker,1,77.17,PayPal,2024-07-19 13:38:50,3.8,No,No,77.17
INV54765,C10323,Female,43,New York,Beauty & Personal Care,Shampoo,2,12.24,Credit Card,2024-07-19 13:57:35,3.8,No,Yes,24.48
INV60098,C10617,Male,34,Illinois,Home & Kitchen,Toaster,1,33.54,Debit Card,2024-07-19 14:17:17,4.8,No,No,33.54
INV63829,C10463,Female,23,New York,Home & Kitchen,Coffee Maker,1,89.65,Credit Card,2024-07-19 14:36:37,4.6,Yes,No,89.65
INV50441,C11037,Male,28,California,Clothing,Hoodie,1,43.34,Credit Card,2024-07-19 14:43:18,3.5,No,Yes,43.34
INV53148,C11066,Male,23,Texas,Electronics,Bluetooth Speaker,2,78.38,Credit Card,2024-07-19 15:14:27,3.7,Yes,Yes,156.76
INV64124,C10965,Male,21,California,Beauty & Personal Care,Hair Dryer,1,43.06,Debit Card,2024-07-19 15:28:29,4.0,Yes,No,43.06
INV51679,C11086,Male,75,Texas,Home & Kitchen,Air Fryer,3,121.63,Credit Card,2024-07-19 15:42:48,4.8,Yes,Yes,364.89
INV57044,C10424,Female,38,New York,Home & Kitchen,Vacuum Cleaner,3,157.46,Credit Card,2024-07-19 17:04:08,3.6,No,No,472.38
INV55372,C11145,Male,38,California,Clothing,Socks,4,9.78,Credit Card,2024-07-19 18:36:14,2.6,Yes,Yes,39.12
INV63853,C11184,Female,65,Florida,Home & Kitchen,Air Fryer,1,119.26,PayPal,2024-07-19 18:45:19,3.8,Yes,No,119.26
INV55316,C10431,Male,74,Florida,Books,Self-Help Book,3,20.33,Credit Card,2024-07-19 18:57:31,4.7,No,Yes,60.99
INV60634,C10040,Male,25,Illinois,Home & Kitchen,Dinnerware Set,1,59.37,Debit Card,2024-07-19 19:40:08,1.9,Yes,Yes,59.37
INV53244,C10806,Female,27,California,Sports & Outdoors,Running Shoes,3,98.88,PayPal,2024-07-19 20:04:13,4.9,No,No,296.64
INV57178,C10143,Male,52,Colorado,Electronics,Bluetooth Speaker,1,79.17,Debit Card,2024-07-19 20:06:25,3.6,No,No,79.17
INV61695,C10124,Male,38,Texas,Clothing,Hoodie,1,45.08,Credit Card,2024-07-19 21:07:20,1.5,No,No,45.08
INV55657,C10109,Male,28,Florida,Electronics,Bluetooth Speaker,4,77.71,Credit Card,2024-07-19 21:21:48,4.8,No,No,310.84
INV59294,C10621,Male,43,Texas,Sports & Outdoors,Camping Tent,2,151.88,Cash,2024-07-19 21:29:27,3.9,No,No,303.76
INV54341,C10025,Male,18,Texas,Clothing,Socks,1,9.57,Credit Card,2024-07-20 09:18:26,1.7,No,No,9.57
INV63390,C11009,Female,41,Washington,Books,Tech Guide,1,51.25,PayPal,2024-07-20 10:18:50,2.8,No,No,51.25
INV57342,C11170,Female,20,New York,Clothing,Jeans,1,54.84,Credit Card,2024-07-20 10:24:13,4.7,No,No,54.84
INV63903,C10278,Male,63,Florida,Books,Sci-Fi Anthology,2,18.74,Credit Card,2024-07-20 10:36:48,3.8,Yes,Yes,37.48
INV50096,C10637,Male,34,Illinois,Home & Kitchen,Vacuum Cleaner,1,149.9,Credit Card,2024-07-20 11:14:05,2.7,Yes,Yes,149.9
INV58194,C10393,Female,39,Illinois,Electronics,Bluetooth Speaker,1,79.61,Debit Card,2024-07-20 11:21:52,3.5,Yes,No,79.61
INV63657,C10234,Female,24,Washington,Electronics,Smartphone,1,726.99,PayPal,2024-07-20 11:23:26,4.6,No,No,726.99
INV60769,C10067,Female,40,California,Sports & Outdoors,Backpack,2,40.42,Credit Card,2024-07-20 12:12:37,3.9,No,No,80.84
INV55039,C10921,Male,22,Florida,Electronics,Smartphone,1,695.15,Credit Card,2024-07-20 12:15:53,4.8,Yes,Yes,695.15
INV52067,C10950,Male,24,New York,Beauty & Personal Care,Perfume,1,73.65,Debit Card,2024-07-20 12:29:14,4.9,No,No,73.65
INV61869,C10881,Female,23,Washington,Clothing,Socks,1,10.48,Credit Card,2024-07-20 14:13:59,1.5,No,No,10.48
INV59064,C10591,Female,37,California,Clothing,Sneakers,1,82.77,Credit Card,2024-07-20 14:24:33,4.6,Yes,No,82.77
INV55792,C10518,Male,48,Florida,Sports & Outdoors,Running Shoes,1,91.12,Credit Card,2024-07-20 14:27:05,2.6,No,No,91.12
INV63298,C10009,Male,22,Ohio,Clothing,Sneakers,2,83.71,Credit Card,2024-07-20 15:12:25,4.7,No,No,167.42
INV64607,C10692,Male,61,Colorado,Books,Tech Guide,3,51.95,Credit Card,2024-07-20 15:41:23,1.9,No,Yes,155.85
INV55618,C10604,Male,52,Georgia,Sports & Outdoors,Running Shoes,2,97.61,Debit Card,2024-07-20 16:01:41,4.8,No,No,195.22
INV51839,C11012,Female,27,New York,Books,Cookbook,3,29.32,Credit Card,2024-07-20 16:17:39,3.9,Yes,No,87.96
INV56806,C10933,Male,65,California,Clothing,Hoodie,4,42.96,Credit Card,2024-07-20 16:35:45,4.6,Yes,No,171.84
INV60492,C10609,Male,42,Florida,Books,Fiction Novel,2,15.62,Credit Card,2024-07-20 17:24:41,4.8,No,No,31.24
INV64890,C10446,Female,24,Ohio,Electronics,Headphones,2,152.41,Credit Card,2024-07-20 20:00:28,4.7,No,Yes,304.82
INV55323,C11041,Male,34,Texas,Electronics,Headphones,1,150.24,Credit Card,2024-07-21 09:39:36,4.7,No,No,150.24
INV56992,C10597,Male,22,Washington,Electronics,Tablet,1,319.16,Debit Card,2024-07-21 10:52:08,2.8,No,No,319.16
INV56289,C10159,Male,58,Washington,Electronics,Smartphone,3,693.45,Credit Card,2024-07-21 11:54:09,4.9,No,No,2080.35
INV55576,C10603,Male,26,Illinois,Sports & Outdoors,Camping Tent,1,148.13,Debit Card,2024-07-21 12:26:34,4.8,Yes,No,148.13
INV61580,C10665,Female,38,Florida,Electronics,Tablet,1,331.18,Cash,2024-07-21 13:43:54,4.8,Yes,No,331.18
INV57329,C10413,Female,28,California,Beauty & Personal Care,Perfume,2,78.69,Cash,2024-07-21 13:47:16,3.8,No,No,157.38
INV55198,C11086,Male,75,Texas,Beauty & Personal Care,Skincare Kit,2,57.01,Credit Card,2024-07-21 13:54:20,4.8,Yes,No,114.02
INV59658,C10964,Female,68,Colorado,Home & Kitchen,Dinnerware Set,1,57.93,PayPal,2024-07-21 13:56:52,3.5,Yes,No,57.93
INV63731,C11073,Male,21,Illinois,Clothing,T-Shirt,1,24.57,Credit Card,2024-07-21 14:41:16,5.0,Yes,No,24.57
INV53607,C10247,Female,18,Texas,Clothing,Jacket,2,116.34,Credit Card,2024-07-21 14:45:57,4.7,Yes,No,232.68
INV56866,C10364,Female,34,Georgia,Electronics,Smartphone,1,701.68,PayPal,2024-07-21 14:53:55,2.6,Yes,No,701.68
INV51076,C10606,Female,20,Washington,Electronics,Headphones,1,147.16,Credit Card,2024-07-21 15:46:16,1.8,No,No,147.16
INV53967,C10712,Female,46,Texas,Electronics,Tablet,1,342.44,PayPal,2024-07-21 15:55:04,3.6,Yes,Yes,342.44
INV51201,C10392,Female,28,Texas,Books,Sci-Fi Anthology,1,18.61,Credit Card,2024-07-21 16:18:14,2.9,No,No,18.61
INV62086,C10986,Male,38,Massachusetts,Clothing,T-Shirt,1,24.11,Credit Card,2024-07-21 16:51:40,5.0,No,No,24.11
INV61585,C10377,Male,25,California,Beauty & Personal Care,Skincare Kit,1,62.57,Debit Card,2024-07-21 18:10:13,3.8,No,No,62.57
INV61991,C10484,Male,37,New York,Clothing,Hoodie,1,45.54,Debit Card,2024-07-21 18:30:20,3.6,No,No,45.54
INV52359,C10465,Female,25,Georgia,Beauty & Personal Care,Shampoo,1,11.75,Credit Card,2024-07-21 19:41:24,1.5,No,No,11.75
INV64672,C10162,Female,40,California,Books,Sci-Fi Anthology,2,17.65,Credit Card,2024-07-21 21:03:59,3.9,Yes,No,35.3
INV58377,C10743,Male,54,New York,Home & Kitchen,Air Fryer,1,120.4,Debit Card,2024-07-21 21:28:32,3.6,No,No,120.4
INV52418,C10516,Male,19,California,Clothing,Hoodie,1,44.94,PayPal,2024-07-22 09:47:57,1.0,No,Yes,44.94
INV58383,C10741,Female,42,California,Home & Kitchen,Vacuum Cleaner,2,154.67,Credit Card,2024-07-22 10:19:46,3.9,No,No,309.34
INV58870,C10329,Female,35,New York,Sports & Outdoors,Water Bottle,1,20.89,Credit Card,2024-07-22 11:16:14,3.6,No,No,20.89
INV60142,C10406,Male,44,Florida,Electronics,Smartphone,1,668.55,Credit Card,2024-07-22 11:46:28,3.8,No,No,668.55
INV58093,C10325,Male,22,Texas,Clothing,Jacket,2,123.74,Credit Card,2024-07-22 12:18:36,3.9,No,No,247.48
INV52083,C10282,Female,50,Texas,Clothing,Hoodie,1,45.25,Debit Card,2024-07-22 12:44:19,5.0,No,No,45.25
INV58900,C10035,Female,68,California,Books,Fiction Novel,2,14.96,Credit Card,2024-07-22 13:55:34,4.0,No,No,29.92
INV58821,C10665,Female,38,Florida,Electronics,Headphones,1,147.54,Credit Card,2024-07-22 15:28:49,3.6,Yes,No,147.54
INV61075,C10540,Male,27,Illinois,Books,Cookbook,1,31.21,Cash,2024-07-22 15:30:45,4.8,No,No,31.21
INV54175,C10966,Male,25,Texas,Clothing,Hoodie,1,43.13,Credit Card,2024-07-22 15:36:29,3.9,No,No,43.13
INV61116,C10757,Male,23,California,Electronics,Bluetooth Speaker,1,80.09,Credit Card,2024-07-22 16:13:45,2.8,Yes,No,80.09
INV53584,C11004,Female,37,Texas,Home & Kitchen,Coffee Maker,1,91.78,Credit Card,2024-07-22 16:28:15,4.7,No,Yes,91.78
INV59120,C10817,Male,64,California,Home & Kitchen,Air Fryer,2,123.73,Credit Card,2024-07-22 19:36:30,4.6,No,No,247.46
INV51250,C10207,Male,47,New York,Home & Kitchen,Blender,1,43.29,Credit Card,2024-07-22 20:54:48,3.6,No,No,43.29
INV60088,C10319,Male,49,Washington,Sports & Outdoors,Backpack,1,41.5,Debit Card,2024-07-22 20:59:43,3.6,Yes,No,41.5
INV60729,C10118,Male,61,Georgia,Beauty & Personal Care,Skincare Kit,1,58.0,Debit Card,2024-07-22 21:18:16,4.7,No,No,58.0
INV52997,C10597,Male,22,Washington,Electronics,Tablet,2,335.55,Credit Card,2024-07-22 21:37:52,3.7,No,No,671.1
INV50074,C10867,Female,41,Washington,Books,Self-Help Book,3,19.54,Credit Card,2024-07-23 09:41:29,3.9,No,No,58.62
INV56822,C10554,Male,20,California,Electronics,Laptop,1,1123.17,Credit Card,2024-07-23 09:54:18,3.7,Yes,Yes,1123.17
INV62250,C11139,Male,63,California,Books,Fiction Novel,2,14.95,Credit Card,2024-07-23 10:19:10,3.7,No,No,29.9
INV63779,C10798,Male,24,New York,Clothing,Sneakers,5,85.83,Debit Card,2024-07-23 11:33:18,3.7,Yes,Yes,429.15
INV61487,C10827,Female,75,New York,Sports & Outdoors,Camping Tent,4,157.1,Credit Card,2024-07-23 12:00:41,3.6,No,No,628.4
INV55425,C10968,Male,35,Ohio,Books,Sci-Fi Anthology,1,18.24,Debit Card,2024-07-23 12:11:11,4.5,No,No,18.24
INV62560,C10694,Male,21,New York,Sports & Outdoors,Camping Tent,2,156.22,Credit Card,2024-07-23 12:53:36,3.9,Yes,No,312.44
INV62760,C10108,Male,23,New York,Beauty & Personal Care,Skincare Kit,1,60.23,Credit Card,2024-07-23 12:57:17,1.0,Yes,No,60.23
INV52457,C10194,Female,37,Washington,Electronics,Smartphone,5,728.13,Credit Card,2024-07-23 13:13:04,3.6,No,No,3640.65
INV56955,C10323,Female,43,New York,Sports & Outdoors,Dumbbell Set,1,47.68,Credit Card,2024-07-23 13:20:49,3.0,No,Yes,47.68
INV56656,C10392,Female,28,Texas,Electronics,Smartwatch,1,202.93,Debit Card,2024-07-23 14:17:34,4.7,No,No,202.93
INV56983,C10538,Female,24,California,Sports & Outdoors,Backpack,1,38.41,Debit Card,2024-07-23 15:11:04,4.8,No,No,38.41
INV56102,C11168,Male,63,Texas,Home & Kitchen,Vacuum Cleaner,2,142.5,PayPal,2024-07-23 18:43:43,4.5,No,No,285.0
INV60987,C10200,Female,41,Florida,Home & Kitchen,Air Fryer,1,116.37,PayPal,2024-07-23 19:09:14,4.9,No,No,116.37
INV62624,C10024,Male,31,New York,Beauty & Personal Care,Lipstick,2,17.73,Credit Card,2024-07-23 19:34:22,3.9,Yes,Yes,35.46
INV61310,C10274,Female,23,Illinois,Electronics,Headphones,1,153.28,Credit Card,2024-07-23 19:47:46,3.9,Yes,No,153.28
INV60429,C10735,Male,59,Texas,Home & Kitchen,Toaster,2,36.28,PayPal,2024-07-23 20:18:25,3.9,No,No,72.56
INV58664,C10508,Female,28,California,Beauty & Personal Care,Lipstick,2,18.36,Debit Card,2024-07-23 20:55:35,4.9,Yes,No,36.72
INV58734,C10617,Male,34,Illinois,Beauty & Personal Care,Lipstick,3,19.25,Debit Card,2024-07-23 21:17:38,1.0,No,No,57.75
INV60134,C11106,Male,19,New York,Clothing,T-Shirt,1,24.18,Credit Card,2024-07-23 21:42:15,3.6,No,No,24.18
INV61650,C10013,Female,45,Washington,Electronics,Smartwatch,1,191.7,Debit Card,2024-07-23 21:48:54,3.6,No,No,191.7
INV56755,C10837,Female,27,Texas,Beauty & Personal Care,Moisturizer,1,27.17,Debit Card,2024-07-24 09:19:16,2.9,No,No,27.17
INV60186,C10961,Non-Binary,65,Washington,Books,Self-Help Book,2,19.41,Credit Card,2024-07-24 09:23:23,5.0,Yes,No,38.82
INV63747,C10941,Non-Binary,30,California,Electronics,Smartphone,3,667.66,Credit Card,2024-07-24 09:25:52,2.6,No,No,2002.98
INV55045,C10674,Female,50,New York,Clothing,Jeans,2,56.52,Credit Card,2024-07-24 10:13:04,4.5,Yes,Yes,113.04
INV51296,C10541,Female,32,California,Sports & Outdoors,Water Bottle,2,19.04,Debit Card,2024-07-24 10:16:29,4.9,Yes,Yes,38.08
INV52168,C10411,Female,21,California,Clothing,Sneakers,1,86.95,PayPal,2024-07-24 11:18:39,5.0,Yes,No,86.95
INV57489,C10214,Female,37,Texas,Electronics,Laptop,1,1101.59,Credit Card,2024-07-24 11:22:04,2.8,No,No,1101.59
INV54750,C10027,Male,30,Texas,Home & Kitchen,Coffee Maker,1,85.61,Debit Card,2024-07-24 12:11:19,4.7,No,Yes,85.61
INV64182,C11042,Male,41,Florida,Electronics,Headphones,2,146.96,Cash,2024-07-24 13:43:15,4.0,No,No,293.92
INV59885,C11181,Male,68,Texas,Electronics,Headphones,2,142.66,Credit Card,2024-07-24 15:57:49,4.9,No,No,285.32
INV61640,C10623,Non-Binary,25,Georgia,Beauty & Personal Care,Perfume,2,78.06,Credit Card,2024-07-24 16:05:33,4.7,No,No,156.12
INV52824,C10862,Female,21,Texas,Electronics,Tablet,2,319.9,Cash,2024-07-24 16:07:38,1.7,Yes,Yes,639.8
INV57898,C10226,Female,36,Florida,Clothing,Jacket,1,123.16,PayPal,2024-07-24 17:02:20,4.7,No,Yes,123.16
INV51210,C11198,Male,48,New York,Electronics,Headphones,2,148.9,Credit Card,2024-07-24 17:23:00,3.8,Yes,Yes,297.8
INV59144,C10669,Male,54,Massachusetts,Beauty & Personal Care,Perfume,1,73.44,Credit Card,2024-07-24 17:46:14,4.6,Yes,Yes,73.44
INV61985,C10270,Female,31,Illinois,Sports & Outdoors,Dumbbell Set,2,50.88,Credit Card,2024-07-24 18:19:41,4.7,No,No,101.76
INV56416,C10083,Female,48,Ohio,Home & Kitchen,Air Fryer,2,122.84,Credit Card,2024-07-24 18:21:42,4.7,No,No,245.68
INV58831,C10408,Male,63,Texas,Books,Self-Help Book,1,19.84,Credit Card,2024-07-24 18:50:09,2.8,No,No,19.84
INV64080,C10365,Female,70,California,Books,Self-Help Book,1,20.73,Credit Card,2024-07-24 18:55:01,3.7,No,No,20.73
INV57211,C10171,Male,54,Texas,Books,Fiction Novel,2,15.11,Credit Card,2024-07-24 18:55:44,4.6,No,No,30.22
INV55702,C10415,Female,19,Texas,Beauty & Personal Care,Moisturizer,3,28.59,Credit Card,2024-07-24 20:32:47,3.9,Yes,No,85.77
INV50889,C10739,Male,24,California,Clothing,Jacket,1,115.64,Credit Card,2024-07-25 10:12:25,3.9,No,No,115.64
INV53758,C11012,Female,27,New York,Electronics,Headphones,1,154.56,Credit Card,2024-07-25 11:47:07,3.9,Yes,Yes,154.56
INV64175,C10752,Male,48,Florida,Books,Fiction Novel,1,15.74,Credit Card,2024-07-25 12:15:16,3.7,No,No,15.74
INV59644,C10046,Male,42,California,Home & Kitchen,Coffee Maker,1,91.8,Credit Card,2024-07-25 12:35:57,4.7,Yes,No,91.8
INV63096,C10666,Male,29,Florida,Beauty & Personal Care,Shampoo,1,12.45,PayPal,2024-07-25 13:46:58,4.6,Yes,Yes,12.45
INV50523,C10442,Male,43,California,Beauty & Personal Care,Lipstick,2,18.22,PayPal,2024-07-25 13:51:08,3.7,No,No,36.44
INV53400,C11078,Male,51,New York,Books,Self-Help Book,1,20.21,Credit Card,2024-07-25 15:40:45,4.5,Yes,Yes,20.21
INV58657,C10393,Female,39,Illinois,Home & Kitchen,Blender,1,44.7,Credit Card,2024-07-25 18:30:07,2.8,Yes,Yes,44.7
INV59435,C10134,Male,72,Georgia,Electronics,Headphones,2,146.88,PayPal,2024-07-25 18:52:17,4.9,No,No,293.76
INV63355,C10933,Male,65,California,Books,Biography,1,23.04,Credit Card,2024-07-25 19:06:21,4.8,Yes,No,23.04
INV53949,C10120,Male,21,California,Beauty & Personal Care,Lipstick,3,18.9,PayPal,2024-07-25 19:38:09,4.7,No,Yes,56.7
INV59621,C10162,Female,40,California,Sports & Outdoors,Camping Tent,1,149.03,Credit Card,2024-07-25 20:41:21,4.9,Yes,No,149.03
INV60483,C10146,Female,26,New York,Electronics,Tablet,2,342.56,Debit Card,2024-07-26 10:23:57,1.0,No,Yes,685.12
INV61932,C10645,Female,39,Washington,Clothing,Jeans,2,54.06,Cash,2024-07-26 10:25:22,4.8,No,No,108.12
INV53929,C11048,Female,61,Massachusetts,Books,Biography,1,22.48,PayPal,2024-07-26 10:34:17,2.8,No,Yes,22.48
INV57901,C10668,Male,36,Florida,Beauty & Personal Care,Skincare Kit,3,58.73,PayPal,2024-07-26 11:24:05,2.6,No,No,176.19
INV58639,C10880,Male,30,New York,Sports & Outdoors,Yoga Mat,2,29.01,Cash,2024-07-26 12:16:24,4.6,No,Yes,58.02
INV52799,C10597,Male,22,Washington,Electronics,Smartphone,1,693.84,Credit Card,2024-07-26 12:21:48,4.9,No,No,693.84
INV53708,C10011,Female,20,Ohio,Electronics,Smartwatch,1,201.95,Credit Card,2024-07-26 12:41:59,3.5,Yes,Yes,201.95
INV56180,C10208,Male,37,Washington,Home & Kitchen,Blender,1,45.67,Cash,2024-07-26 12:42:41,3.5,No,No,45.67
INV64190,C10150,Male,46,Massachusetts,Books,Self-Help Book,1,20.41,Credit Card,2024-07-26 13:37:53,3.6,No,No,20.41
INV58423,C10708,Female,31,New York,Books,Self-Help Book,1,19.8,Cash,2024-07-26 13:56:08,4.8,No,No,19.8
INV51394,C10170,Female,25,Massachusetts,Electronics,Tablet,1,320.59,PayPal,2024-07-26 14:01:52,5.0,No,No,320.59
INV57457,C10441,Female,27,Illinois,Books,Biography,1,23.5,Credit Card,2024-07-26 14:25:06,3.6,No,No,23.5
INV59553,C10291,Male,37,New York,Electronics,Headphones,1,152.23,Credit Card,2024-07-26 15:08:14,4.8,Yes,No,152.23
INV63304,C10606,Female,20,Washington,Sports & Outdoors,Water Bottle,1,19.16,Debit Card,2024-07-26 15:11:43,3.8,No,No,19.16
INV62808,C10064,Non-Binary,22,California,Electronics,Tablet,5,315.76,Credit Card,2024-07-26 15:43:17,4.9,Yes,No,1578.8
INV62603,C10353,Male,41,New York,Sports & Outdoors,Running Shoes,1,93.13,Cash,2024-07-26 16:50:11,4.5,No,Yes,93.13
INV64105,C11075,Male,20,New York,Clothing,Hoodie,2,46.72,Credit Card,2024-07-26 16:54:12,3.8,Yes,Yes,93.44
INV57144,C10859,Female,38,Georgia,Books,Self-Help Book,1,19.25,Credit Card,2024-07-26 17:10:36,2.7,No,No,19.25
INV55666,C10165,Female,34,New York,Electronics,Smartphone,2,711.36,Credit Card,2024-07-26 17:13:14,4.0,Yes,Yes,1422.72
INV64788,C10517,Female,49,California,Beauty & Personal Care,Skincare Kit,1,61.12,PayPal,2024-07-26 17:58:44,2.8,Yes,No,61.12
INV55820,C10473,Female,32,California,Home & Kitchen,Blender,1,44.85,Credit Card,2024-07-26 18:57:18,1.0,No,No,44.85
INV53798,C10991,Female,22,New York,Beauty & Personal Care,Lipstick,1,18.16,Cash,2024-07-26 18:58:48,4.5,No,No,18.16
INV63383,C10717,Male,19,New York,Books,Biography,1,22.01,PayPal,2024-07-26 19:55:34,4.7,No,Yes,22.01
INV58394,C10855,Non-Binary,47,Illinois,Books,Fiction Novel,1,15.22,Credit Card,2024-07-26 20:13:06,4.5,Yes,No,15.22
INV55889,C11144,Male,21,California,Clothing,Sneakers,2,86.67,Credit Card,2024-07-26 21:12:29,4.7,No,Yes,173.34
INV62987,C11053,Male,35,Massachusetts,Books,Cookbook,2,31.36,Debit Card,2024-07-26 21:28:53,3.7,No,No,62.72
INV54103,C10390,Female,18,Washington,Beauty & Personal Care,Lipstick,2,19.0,PayPal,2024-07-26 21:57:33,3.7,No,No,38.0
INV56704,C10164,Female,28,New York,Electronics,Headphones,1,143.8,Cash,2024-07-27 09:10:56,1.7,No,No,143.8
INV57472,C10173,Male,38,Ohio,Electronics,Tablet,1,314.81,Credit Card,2024-07-27 09:16:00,4.7,No,No,314.81
INV57688,C10531,Female,21,Texas,Beauty & Personal Care,Lipstick,5,17.82,Debit Card,2024-07-27 09:49:09,3.6,No,No,89.1
INV59730,C10781,Female,38,Georgia,Electronics,Smartphone,2,678.72,Debit Card,2024-07-27 09:57:59,3.0,No,No,1357.44
INV60613,C10310,Female,43,Florida,Beauty & Personal Care,Skincare Kit,1,57.92,Credit Card,2024-07-27 11:10:49,4.8,Yes,Yes,57.92
INV63317,C10344,Male,38,California,Clothing,Socks,1,10.08,Credit Card,2024-07-27 11:42:05,4.9,No,No,10.08
INV60632,C10270,Female,31,Illinois,Books,Biography,1,22.93,Credit Card,2024-07-27 11:49:47,3.7,No,Yes,22.93
INV60627,C10467,Female,50,New York,Electronics,Smartphone,1,728.33,PayPal,2024-07-27 11:58:31,1.5,No,No,728.33
INV58596,C10357,Male,72,Florida,Clothing,Socks,1,9.52,Debit Card,2024-07-27 12:16:42,2.6,Yes,Yes,9.52
INV50818,C11057,Female,19,Georgia,Electronics,Smartphone,2,679.14,Credit Card,2024-07-27 12:37:01,3.8,Yes,No,1358.28
INV61281,C10612,Male,57,New York,Home & Kitchen,Dinnerware Set,2,59.16,Cash,2024-07-27 12:45:55,3.7,No,No,118.32
INV63904,C10571,Female,27,Texas,Sports & Outdoors,Backpack,1,38.13,Credit Card,2024-07-27 13:05:41,3.7,No,No,38.13
INV61550,C11101,Female,38,California,Clothing,Socks,1,10.19,Credit Card,2024-07-27 13:49:58,4.6,No,No,10.19
INV64984,C10495,Male,60,New York,Books,Biography,2,22.56,PayPal,2024-07-27 13:58:11,3.8,Yes,No,45.12
INV52631,C10955,Male,18,California,Clothing,Sneakers,3,86.46,Cash,2024-07-27 14:10:20,5.0,No,Yes,259.38
INV52345,C10250,Non-Binary,38,California,Electronics,Bluetooth Speaker,1,78.83,Debit Card,2024-07-27 14:56:14,4.7,No,No,78.83
INV56047,C10234,Female,24,Washington,Clothing,Jacket,1,115.54,Debit Card,2024-07-27 15:44:20,4.7,No,No,115.54
INV52165,C10954,Female,50,California,Electronics,Smartphone,1,686.45,Debit Card,2024-07-27 16:07:40,1.9,No,No,686.45
INV53391,C11072,Female,39,Texas,Sports & Outdoors,Yoga Mat,1,28.87,Credit Card,2024-07-27 16:25:41,3.9,Yes,Yes,28.87
INV63147,C10295,Male,28,Florida,Electronics,Headphones,1,154.72,Credit Card,2024-07-27 16:40:12,3.9,No,No,154.72
INV64974,C10034,Female,24,Georgia,Beauty & Personal Care,Lipstick,3,19.02,Debit Card,2024-07-27 17:01:29,4.8,No,No,57.06
INV52383,C10213,Female,52,California,Beauty & Personal Care,Hair Dryer,1,45.48,Cash,2024-07-27 17:35:12,4.7,Yes,Yes,45.48
INV57626,C10175,Male,33,Washington,Clothing,T-Shirt,1,25.32,Credit Card,2024-07-27 17:45:09,3.6,No,No,25.32
INV59000,C10724,Male,29,Florida,Sports & Outdoors,Water Bottle,1,20.13,Credit Card,2024-07-27 19:26:30,4.5,Yes,Yes,20.13
INV62276,C11184,Female,65,Florida,Sports & Outdoors,Backpack,1,38.84,Credit Card,2024-07-27 20:01:44,3.7,Yes,No,38.84
INV54373,C10882,Male,19,Texas,Clothing,Jacket,1,114.6,Credit Card,2024-07-27 20:44:12,1.5,No,No,114.6
INV52665,C10231,Male,35,Texas,Sports & Outdoors,Yoga Mat,1,29.99,Credit Card,2024-07-27 21:08:20,3.6,Yes,No,29.99
INV64398,C10072,Female,39,Florida,Electronics,Laptop,2,1089.74,Credit Card,2024-07-27 21:22:52,4.7,Yes,No,2179.48
INV59062,C10626,Male,35,Illinois,Electronics,Smartphone,3,702.49,Credit Card,2024-07-27 21:25:45,1.6,No,Yes,2107.47
INV62263,C10742,Female,31,Florida,Electronics,Bluetooth Speaker,1,80.84,Credit Card,2024-07-28 09:01:31,4.8,No,No,80.84
INV50017,C10887,Male,22,California,Books,Cookbook,1,29.18,Credit Card,2024-07-28 09:47:47,4.9,Yes,No,29.18
INV50686,C10238,Male,27,New York,Home & Kitchen,Dinnerware Set,2,61.59,Cash,2024-07-28 10:21:59,3.0,Yes,Yes,123.18
INV53728,C10011,Female,20,Ohio,Clothing,Jacket,2,121.82,Debit Card,2024-07-28 10:55:17,3.6,Yes,No,243.64
INV56112,C10150,Male,46,Massachusetts,Books,Self-Help Book,1,20.05,Credit Card,2024-07-28 11:21:47,4.9,No,No,20.05
INV63991,C10517,Female,49,California,Electronics,Smartphone,1,682.91,Credit Card,2024-07-28 11:21:51,4.6,Yes,No,682.91
INV50762,C10132,Male,39,Florida,Home & Kitchen,Coffee Maker,1,92.73,Debit Card,2024-07-28 11:28:52,2.5,No,No,92.73
INV54190,C11018,Female,45,Texas,Sports & Outdoors,Yoga Mat,4,30.0,Credit Card,2024-07-28 13:58:53,4.8,No,No,120.0
INV61504,C10461,Female,18,Ohio,Beauty & Personal Care,Lipstick,1,18.85,Credit Card,2024-07-28 15:12:42,4.6,Yes,No,18.85
INV56191,C11189,Male,37,Florida,Clothing,Jacket,2,122.3,Credit Card,2024-07-28 15:12:54,4.6,No,Yes,244.6
INV51811,C10071,Female,56,Texas,Books,Cookbook,1,31.48,Debit Card,2024-07-28 15:22:13,3.6,No,Yes,31.48
INV62194,C11078,Male,51,New York,Beauty & Personal Care,Hair Dryer,1,43.03,Cash,2024-07-28 15:38:52,1.0,Yes,No,43.03
INV54474,C10975,Male,74,Florida,Clothing,Socks,2,9.94,Cash,2024-07-28 15:41:05,4.7,Yes,Yes,19.88
